PO,Issue Date,Month,Year,Customer,Project Name,Sub Contract No.,Project Code,Milestone,Item Code,Description,Site Code,Site Name,Site ID,QC Status,Approver Level,Shipment Number,Line No,Department,Sub Deptarment,UOM, PO Quantity , Unit Price , PO Amount ,Start Date,End Date, PO+LINE+SN , PO Invoiced , PO Acceptance Approved , PO Acceptance under process of approvals , Acceptance Rejected Amount , WND , Pending to apply amount , Remaining Amount , Milestone Status ,PO Status,Confirmation Status,Pending Milestone,Acceptance Status,Rejection Remarks
1011G23352380-1,25-Oct-22,October-22',2022,Zain,Saudi Zain Sophia 2.3 Project 2022,FPA1011SAU22100510219754,56A0J3C,70,8812100787,PAT_Zain_Mobily,SOP2.3-EXP-R2-NR3500-RIY0257,RIY0257,200000560965011,Closed,L1:Closed,1,1,BSS,Services,SITE, 1.00 ," 1,050.00 "," 1,050.00 ",31-Oct-22,31-Oct-22,1011G23352380-1-1-1," 1,050.00 "," 1,050.00 ", -   , -   ,, -   , -   , Closed , AC1 Invoiced & AC2 Invoiced ,Second Milestone Confirmation Received,Closed,All milestone claimed,
